Unnamed: 0,疾病病种,发病数,死亡数,date,year,month,url
2703,鼠疫,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2704,霍乱,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2705,传染性非典型肺炎,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2706,艾滋病,151.0,18.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2707,病毒性肝炎,1891.0,1.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2708,甲型肝炎,40.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2709,乙型肝炎,1458.0,1.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2710,丙型肝炎,226.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2711,丁型肝炎,1.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2712,戊型肝炎,91.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2713,肝炎未分型,75.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2714,脊髓灰质炎,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2715,人感染高致病性禽流感,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2716,麻疹,10.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2717,流行性出血热,17.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2718,狂犬病,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2719,流行性乙型脑炎,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2720,登革热,32.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2721,炭疽,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2722,细菌性和阿米巴性痢疾,173.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2723,肺结核,2634.0,9.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2724,伤寒与副伤寒,33.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2725,流行性脑脊髓膜炎,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2726,百日咳,55.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2727,白喉,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2728,新生儿破伤风,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2729,猩红热,139.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2730,布鲁氏菌病,9.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2731,淋病,1446.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2732,梅毒,2961.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2733,钩端螺旋体病,2.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2734,血吸虫病,1.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2735,疟疾,15.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2736,人感染H7N9禽流感,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2737,丙类传染病合计,20701.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2738,流行性感冒,452.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2739,流行性腮腺炎,465.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2740,风疹,15.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2741,急性出血性结膜炎,38.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2742,麻风病,1.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2743,斑疹伤寒,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2744,黑热病,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2745,包虫病,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2746,丝虫病,0.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2747,其它感染性腹泻病,5715.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2748,手足口病,14015.0,0.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2749,甲乙丙类总计,27721.0,39.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2750,甲乙类传染病合计,9575.0,39.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2751,鼠疫,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2752,霍乱,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2753,传染性非典型肺炎,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2754,艾滋病,160.0,33.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2755,病毒性肝炎,1959.0,1.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2756,甲型肝炎,37.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2757,乙型肝炎,1479.0,1.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2758,丙型肝炎,279.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2759,丁型肝炎,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2760,戊型肝炎,119.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2761,肝炎未分型,45.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2762,脊髓灰质炎,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2763,人感染高致病性禽流感,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2764,麻疹,6.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2765,流行性出血热,58.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2766,狂犬病,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2767,流行性乙型脑炎,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2768,登革热,20.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2769,炭疽,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2770,细菌性和阿米巴性痢疾,91.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2771,肺结核,2727.0,5.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2772,伤寒与副伤寒,13.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2773,流行性脑脊髓膜炎,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2774,百日咳,48.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2775,白喉,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2776,新生儿破伤风,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2777,猩红热,259.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2778,布鲁氏菌病,5.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2779,淋病,1472.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2780,梅毒,2748.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2781,钩端螺旋体病,1.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2782,血吸虫病,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2783,疟疾,8.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2784,人感染H7N9禽流感,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2785,丙类传染病合计,18146.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2786,流行性感冒,703.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2787,流行性腮腺炎,477.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2788,风疹,10.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2789,急性出血性结膜炎,28.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2790,麻风病,1.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2791,斑疹伤寒,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2792,黑热病,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2793,包虫病,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2794,丝虫病,0.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2795,其它感染性腹泻病,5949.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2796,手足口病,10978.0,0.0,2018-11,2018,11,http://wsjkw.zj.gov.cn/art/2018/12/7/art_1229123469_468897.html
2797,甲乙丙类总计,32031.0,38.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2798,甲乙类传染病合计,8749.0,38.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2799,鼠疫,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2800,霍乱,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2801,传染性非典型肺炎,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2802,艾滋病,189.0,26.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2803,病毒性肝炎,1828.0,1.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2804,甲型肝炎,27.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2805,乙型肝炎,1361.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2806,丙型肝炎,238.0,1.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2807,丁型肝炎,1.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2808,戊型肝炎,146.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2809,肝炎未分型,55.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2810,脊髓灰质炎,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2811,人感染高致病性禽流感,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2812,麻疹,3.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2813,流行性出血热,54.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2814,狂犬病,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2815,流行性乙型脑炎,0.0,1.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2816,登革热,17.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2817,炭疽,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2818,细菌性和阿米巴性痢疾,96.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2819,肺结核,2514.0,10.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2820,伤寒与副伤寒,17.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2821,流行性脑脊髓膜炎,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2822,百日咳,31.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2823,白喉,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2824,新生儿破伤风,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2825,猩红热,378.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2826,布鲁氏菌病,9.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2827,淋病,1345.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2828,梅毒,2261.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2829,钩端螺旋体病,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2830,血吸虫病,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2831,疟疾,7.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2832,人感染H7N9禽流感,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2833,丙类传染病合计,23282.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2834,流行性感冒,2508.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2835,流行性腮腺炎,414.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2836,风疹,9.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2837,急性出血性结膜炎,41.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2838,麻风病,1.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2839,斑疹伤寒,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2840,黑热病,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2841,包虫病,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2842,丝虫病,0.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2843,其它感染性腹泻病,6797.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2844,手足口病,13512.0,0.0,2018-12,2018,12,http://wsjkw.zj.gov.cn/art/2019/1/10/art_1229123469_468898.html
2845,甲乙丙类总计,55648.0,30.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2846,甲乙类传染病合计,7144.0,26.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2847,鼠疫,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2848,霍乱,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2849,传染性非典型肺炎,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2850,艾滋病,84.0,18.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2851,病毒性肝炎,1433.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2852,甲型肝炎,30.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2853,乙型肝炎,1039.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2854,丙型肝炎,151.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2855,丁型肝炎,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2856,戊型肝炎,155.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2857,肝炎未分型,58.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2858,脊髓灰质炎,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2859,人感染高致病性禽流感,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2860,麻疹,11.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2861,流行性出血热,19.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2862,狂犬病,2.0,2.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2863,流行性乙型脑炎,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2864,登革热,1.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2865,炭疽,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2866,细菌性和阿米巴性痢疾,108.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2867,肺结核,2360.0,6.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2868,伤寒与副伤寒,15.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2869,流行性脑脊髓膜炎,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2870,百日咳,26.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2871,白喉,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2872,新生儿破伤风,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2873,猩红热,53.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2874,布鲁氏菌病,4.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2875,淋病,1093.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2876,梅毒,1927.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2877,钩端螺旋体病,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2878,血吸虫病,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2879,疟疾,8.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2880,人感染H7N9禽流感,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2881,丙类传染病合计,48504.0,4.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2882,流行性感冒,35867.0,4.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2883,流行性腮腺炎,203.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2884,风疹,4.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2885,急性出血性结膜炎,42.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2886,麻风病,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2887,斑疹伤寒,1.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2888,黑热病,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2889,包虫病,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2890,丝虫病,0.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2891,其它感染性腹泻病,11422.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2892,手足口病,965.0,0.0,2018-2,2018,2,http://wsjkw.zj.gov.cn/art/2018/3/15/art_1229123469_468887.html
2893,甲乙丙类总计,32838.0,36.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2894,甲乙类传染病合计,11031.0,35.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2895,鼠疫,0.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2896,霍乱,0.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2897,传染性非典型肺炎,0.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2898,艾滋病,144.0,22.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2899,病毒性肝炎,2244.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2900,甲型肝炎,37.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2901,乙型肝炎,1662.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2902,丙型肝炎,257.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2903,丁型肝炎,0.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2904,戊型肝炎,217.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2905,肝炎未分型,71.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2906,脊髓灰质炎,0.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2907,人感染高致病性禽流感,0.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2908,麻疹,17.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2909,流行性出血热,25.0,0.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
2910,狂犬病,1.0,1.0,2018-3,2018,3,http://wsjkw.zj.gov.cn/art/2018/4/17/art_1229123469_468888.html
