疾病病种,发病数,死亡数,date
血吸虫病,0.0,0.0,2020-12
疟疾,5.0,0.0,2020-12
人感染H7N9禽流感,0.0,0.0,2020-12
新冠肺炎,10.0,0.0,2020-12
丙类传染病合计,24857.0,0.0,2020-12
流行性感冒,893.0,0.0,2020-12
流行性腮腺炎,417.0,0.0,2020-12
风疹,5.0,0.0,2020-12
急性出血性结膜炎,44.0,0.0,2020-12
麻风病,1.0,0.0,2020-12
斑疹伤寒,0.0,0.0,2020-12
黑热病,0.0,0.0,2020-12
包虫病,1.0,0.0,2020-12
丝虫病,0.0,0.0,2020-12
其它感染性腹泻病,7315.0,0.0,2020-12
手足口病,16181.0,0.0,2020-12
甲乙丙类总计,14905.0,14.0,2020-2
甲乙类传染病合计,4558.0,14.0,2020-2
鼠疫,0.0,0.0,2020-2
霍乱,0.0,0.0,2020-2
传染性非典型肺炎,0.0,0.0,2020-2
艾滋病,40.0,9.0,2020-2
病毒性肝炎,872.0,0.0,2020-2
甲型肝炎,16.0,0.0,2020-2
乙型肝炎,668.0,0.0,2020-2
丙型肝炎,88.0,0.0,2020-2
丁型肝炎,0.0,0.0,2020-2
戊型肝炎,86.0,0.0,2020-2
肝炎未分型,14.0,0.0,2020-2
脊髓灰质炎,0.0,0.0,2020-2
人感染高致病性禽流感,0.0,0.0,2020-2
麻疹,1.0,0.0,2020-2
流行性出血热,5.0,0.0,2020-2
狂犬病,1.0,1.0,2020-2
流行性乙型脑炎,0.0,0.0,2020-2
登革热,3.0,0.0,2020-2
炭疽,0.0,0.0,2020-2
细菌性和阿米巴性痢疾,34.0,0.0,2020-2
肺结核,1452.0,3.0,2020-2
伤寒与副伤寒,8.0,0.0,2020-2
流行性脑脊髓膜炎,0.0,0.0,2020-2
百日咳,7.0,0.0,2020-2
白喉,0.0,0.0,2020-2
新生儿破伤风,0.0,0.0,2020-2
猩红热,17.0,0.0,2020-2
布鲁氏菌病,3.0,0.0,2020-2
淋病,382.0,0.0,2020-2
梅毒,1115.0,0.0,2020-2
钩端螺旋体病,0.0,0.0,2020-2
血吸虫病,0.0,0.0,2020-2
疟疾,4.0,0.0,2020-2
人感染H7N9禽流感,0.0,0.0,2020-2
新冠肺炎,614.0,1.0,2020-2
丙类传染病合计,10347.0,0.0,2020-2
流行性感冒,7200.0,0.0,2020-2
流行性腮腺炎,126.0,0.0,2020-2
风疹,10.0,0.0,2020-2
急性出血性结膜炎,79.0,0.0,2020-2
麻风病,0.0,0.0,2020-2
斑疹伤寒,0.0,0.0,2020-2
黑热病,0.0,0.0,2020-2
包虫病,0.0,0.0,2020-2
丝虫病,0.0,0.0,2020-2
其它感染性腹泻病,2783.0,0.0,2020-2
手足口病,149.0,0.0,2020-2
甲乙丙类总计,12219.0,35.0,2020-3
甲乙类传染病合计,7064.0,35.0,2020-3
鼠疫,0.0,0.0,2020-3
霍乱,0.0,0.0,2020-3
传染性非典型肺炎,0.0,0.0,2020-3
艾滋病,113.0,28.0,2020-3
病毒性肝炎,1460.0,0.0,2020-3
甲型肝炎,44.0,0.0,2020-3
乙型肝炎,1075.0,0.0,2020-3
丙型肝炎,220.0,0.0,2020-3
丁型肝炎,0.0,0.0,2020-3
戊型肝炎,103.0,0.0,2020-3
肝炎未分型,18.0,0.0,2020-3
脊髓灰质炎,0.0,0.0,2020-3
人感染高致病性禽流感,0.0,0.0,2020-3
麻疹,2.0,0.0,2020-3
流行性出血热,10.0,0.0,2020-3
狂犬病,0.0,0.0,2020-3
流行性乙型脑炎,0.0,0.0,2020-3
登革热,2.0,0.0,2020-3
炭疽,0.0,0.0,2020-3
细菌性和阿米巴性痢疾,67.0,0.0,2020-3
肺结核,2452.0,7.0,2020-3
伤寒与副伤寒,5.0,0.0,2020-3
流行性脑脊髓膜炎,0.0,0.0,2020-3
百日咳,6.0,0.0,2020-3
白喉,0.0,0.0,2020-3
新生儿破伤风,0.0,0.0,2020-3
猩红热,26.0,0.0,2020-3
布鲁氏菌病,14.0,0.0,2020-3
淋病,577.0,0.0,2020-3
梅毒,2286.0,0.0,2020-3
钩端螺旋体病,0.0,0.0,2020-3
血吸虫病,0.0,0.0,2020-3
疟疾,5.0,0.0,2020-3
人感染H7N9禽流感,0.0,0.0,2020-3
新冠肺炎,39.0,0.0,2020-3
丙类传染病合计,5155.0,0.0,2020-3
流行性感冒,1492.0,0.0,2020-3
流行性腮腺炎,194.0,0.0,2020-3
风疹,5.0,0.0,2020-3
急性出血性结膜炎,31.0,0.0,2020-3
麻风病,0.0,0.0,2020-3
斑疹伤寒,0.0,0.0,2020-3
黑热病,0.0,0.0,2020-3
包虫病,0.0,0.0,2020-3
丝虫病,0.0,0.0,2020-3
其它感染性腹泻病,3257.0,0.0,2020-3
手足口病,176.0,0.0,2020-3
甲乙丙类总计,13661.0,18.0,2020-4
甲乙类传染病合计,8595.0,18.0,2020-4
鼠疫,0.0,0.0,2020-4
霍乱,0.0,0.0,2020-4
传染性非典型肺炎,0.0,0.0,2020-4
艾滋病,157.0,16.0,2020-4
病毒性肝炎,1686.0,0.0,2020-4
甲型肝炎,23.0,0.0,2020-4
乙型肝炎,1248.0,0.0,2020-4
丙型肝炎,291.0,0.0,2020-4
丁型肝炎,0.0,0.0,2020-4
戊型肝炎,96.0,0.0,2020-4
肝炎未分型,28.0,0.0,2020-4
脊髓灰质炎,0.0,0.0,2020-4
人感染高致病性禽流感,0.0,0.0,2020-4
麻疹,0.0,0.0,2020-4
流行性出血热,22.0,0.0,2020-4
狂犬病,0.0,0.0,2020-4
流行性乙型脑炎,0.0,0.0,2020-4
登革热,0.0,0.0,2020-4
炭疽,0.0,0.0,2020-4
细菌性和阿米巴性痢疾,103.0,0.0,2020-4
肺结核,2928.0,2.0,2020-4
伤寒与副伤寒,9.0,0.0,2020-4
流行性脑脊髓膜炎,0.0,0.0,2020-4
百日咳,9.0,0.0,2020-4
白喉,0.0,0.0,2020-4
新生儿破伤风,0.0,0.0,2020-4
猩红热,21.0,0.0,2020-4
布鲁氏菌病,15.0,0.0,2020-4
淋病,781.0,0.0,2020-4
梅毒,2847.0,0.0,2020-4
钩端螺旋体病,0.0,0.0,2020-4
血吸虫病,0.0,0.0,2020-4
疟疾,6.0,0.0,2020-4
人感染H7N9禽流感,0.0,0.0,2020-4
新冠肺炎,11.0,0.0,2020-4
丙类传染病合计,5066.0,0.0,2020-4
流行性感冒,748.0,0.0,2020-4
流行性腮腺炎,204.0,0.0,2020-4
风疹,2.0,0.0,2020-4
急性出血性结膜炎,25.0,0.0,2020-4
麻风病,0.0,0.0,2020-4
斑疹伤寒,1.0,0.0,2020-4
黑热病,0.0,0.0,2020-4
包虫病,0.0,0.0,2020-4
丝虫病,0.0,0.0,2020-4
其它感染性腹泻病,3894.0,0.0,2020-4
手足口病,192.0,0.0,2020-4
甲乙丙类总计,17794.0,24.0,2020-5
甲乙类传染病合计,9117.0,24.0,2020-5
鼠疫,0.0,0.0,2020-5
霍乱,1.0,0.0,2020-5
传染性非典型肺炎,0.0,0.0,2020-5
艾滋病,161.0,16.0,2020-5
病毒性肝炎,1729.0,0.0,2020-5
甲型肝炎,30.0,0.0,2020-5
乙型肝炎,1290.0,0.0,2020-5
丙型肝炎,261.0,0.0,2020-5
丁型肝炎,0.0,0.0,2020-5
戊型肝炎,119.0,0.0,2020-5
肝炎未分型,29.0,0.0,2020-5
脊髓灰质炎,0.0,0.0,2020-5
人感染高致病性禽流感,0.0,0.0,2020-5
麻疹,7.0,0.0,2020-5
流行性出血热,37.0,0.0,2020-5
狂犬病,1.0,0.0,2020-5
流行性乙型脑炎,0.0,0.0,2020-5
登革热,0.0,0.0,2020-5
炭疽,0.0,0.0,2020-5
细菌性和阿米巴性痢疾,164.0,0.0,2020-5
肺结核,2982.0,8.0,2020-5
伤寒与副伤寒,16.0,0.0,2020-5
流行性脑脊髓膜炎,0.0,0.0,2020-5
百日咳,5.0,0.0,2020-5
白喉,0.0,0.0,2020-5
新生儿破伤风,0.0,0.0,2020-5
猩红热,27.0,0.0,2020-5
布鲁氏菌病,15.0,0.0,2020-5
淋病,1103.0,0.0,2020-5
梅毒,2865.0,0.0,2020-5
钩端螺旋体病,0.0,0.0,2020-5
血吸虫病,0.0,0.0,2020-5
疟疾,4.0,0.0,2020-5
人感染H7N9禽流感,0.0,0.0,2020-5
新冠肺炎,0.0,0.0,2020-5
丙类传染病合计,8677.0,0.0,2020-5
流行性感冒,908.0,0.0,2020-5
流行性腮腺炎,370.0,0.0,2020-5
风疹,3.0,0.0,2020-5
急性出血性结膜炎,28.0,0.0,2020-5
麻风病,3.0,0.0,2020-5
斑疹伤寒,0.0,0.0,2020-5
黑热病,0.0,0.0,2020-5
包虫病,1.0,0.0,2020-5
丝虫病,0.0,0.0,2020-5
其它感染性腹泻病,7050.0,0.0,2020-5
手足口病,314.0,0.0,2020-5
甲乙丙类总计,19072.0,26.0,2020-6
甲乙类传染病合计,9138.0,26.0,2020-6
鼠疫,0.0,0.0,2020-6
霍乱,0.0,0.0,2020-6
传染性非典型肺炎,0.0,0.0,2020-6
艾滋病,191.0,21.0,2020-6
病毒性肝炎,1936.0,1.0,2020-6
甲型肝炎,28.0,0.0,2020-6
乙型肝炎,1388.0,1.0,2020-6
丙型肝炎,363.0,0.0,2020-6
丁型肝炎,1.0,0.0,2020-6
戊型肝炎,107.0,0.0,2020-6
肝炎未分型,49.0,0.0,2020-6
脊髓灰质炎,0.0,0.0,2020-6
人感染高致病性禽流感,0.0,0.0,2020-6
麻疹,9.0,0.0,2020-6
流行性出血热,30.0,0.0,2020-6
狂犬病,0.0,0.0,2020-6
流行性乙型脑炎,0.0,0.0,2020-6
登革热,0.0,0.0,2020-6
炭疽,0.0,0.0,2020-6
细菌性和阿米巴性痢疾,198.0,0.0,2020-6
肺结核,2972.0,4.0,2020-6
伤寒与副伤寒,20.0,0.0,2020-6
流行性脑脊髓膜炎,0.0,0.0,2020-6
百日咳,2.0,0.0,2020-6
白喉,0.0,0.0,2020-6
新生儿破伤风,0.0,0.0,2020-6
猩红热,32.0,0.0,2020-6
布鲁氏菌病,13.0,0.0,2020-6
淋病,1255.0,0.0,2020-6
梅毒,2477.0,0.0,2020-6
钩端螺旋体病,0.0,0.0,2020-6
血吸虫病,0.0,0.0,2020-6
疟疾,2.0,0.0,2020-6
人感染H7N9禽流感,0.0,0.0,2020-6
新冠肺炎,1.0,0.0,2020-6
丙类传染病合计,9934.0,0.0,2020-6
流行性感冒,779.0,0.0,2020-6
流行性腮腺炎,423.0,0.0,2020-6
风疹,12.0,0.0,2020-6
急性出血性结膜炎,32.0,0.0,2020-6
麻风病,1.0,0.0,2020-6
斑疹伤寒,1.0,0.0,2020-6
黑热病,0.0,0.0,2020-6
包虫病,0.0,0.0,2020-6
丝虫病,0.0,0.0,2020-6
其它感染性腹泻病,8299.0,0.0,2020-6
手足口病,387.0,0.0,2020-6
甲乙丙类总计,20810.0,41.0,2020-7
甲乙类传染病合计,9962.0,41.0,2020-7
鼠疫,0.0,0.0,2020-7
霍乱,1.0,0.0,2020-7
传染性非典型肺炎,0.0,0.0,2020-7
艾滋病,178.0,34.0,2020-7
病毒性肝炎,2036.0,0.0,2020-7
甲型肝炎,44.0,0.0,2020-7
乙型肝炎,1437.0,0.0,2020-7
丙型肝炎,409.0,0.0,2020-7
丁型肝炎,1.0,0.0,2020-7
戊型肝炎,112.0,0.0,2020-7
肝炎未分型,33.0,0.0,2020-7
脊髓灰质炎,0.0,0.0,2020-7
人感染高致病性禽流感,0.0,0.0,2020-7
麻疹,5.0,0.0,2020-7
流行性出血热,22.0,0.0,2020-7
狂犬病,0.0,0.0,2020-7
流行性乙型脑炎,1.0,0.0,2020-7
登革热,0.0,0.0,2020-7
炭疽,0.0,0.0,2020-7
细菌性和阿米巴性痢疾,181.0,0.0,2020-7
肺结核,3129.0,7.0,2020-7
伤寒与副伤寒,21.0,0.0,2020-7
流行性脑脊髓膜炎,0.0,0.0,2020-7
百日咳,3.0,0.0,2020-7
白喉,0.0,0.0,2020-7
新生儿破伤风,0.0,0.0,2020-7
猩红热,32.0,0.0,2020-7
布鲁氏菌病,16.0,0.0,2020-7
淋病,1396.0,0.0,2020-7
梅毒,2936.0,0.0,2020-7
钩端螺旋体病,4.0,0.0,2020-7
血吸虫病,0.0,0.0,2020-7
疟疾,0.0,0.0,2020-7
人感染H7N9禽流感,0.0,0.0,2020-7
新型冠状病毒肺炎,1.0,0.0,2020-7
丙类传染病合计,10848.0,0.0,2020-7
流行性感冒,532.0,0.0,2020-7
流行性腮腺炎,358.0,0.0,2020-7
风疹,4.0,0.0,2020-7
急性出血性结膜炎,30.0,0.0,2020-7
麻风病,1.0,0.0,2020-7
斑疹伤寒,0.0,0.0,2020-7
黑热病,0.0,0.0,2020-7
包虫病,0.0,0.0,2020-7
丝虫病,0.0,0.0,2020-7
其它感染性腹泻病,8994.0,0.0,2020-7
手足口病,929.0,0.0,2020-7
甲乙丙类总计,22759.0,27.0,2020-8
甲乙类传染病合计,9417.0,27.0,2020-8
鼠疫,0.0,0.0,2020-8
霍乱,0.0,0.0,2020-8
传染性非典型肺炎,0.0,0.0,2020-8
艾滋病,164.0,22.0,2020-8
病毒性肝炎,1932.0,1.0,2020-8
甲型肝炎,50.0,0.0,2020-8
乙型肝炎,1366.0,1.0,2020-8
丙型肝炎,382.0,0.0,2020-8
丁型肝炎,1.0,0.0,2020-8
戊型肝炎,107.0,0.0,2020-8
肝炎未分型,26.0,0.0,2020-8
脊髓灰质炎,0.0,0.0,2020-8
人感染高致病性禽流感,0.0,0.0,2020-8
麻疹,4.0,0.0,2020-8
流行性出血热,18.0,0.0,2020-8
狂犬病,1.0,0.0,2020-8
流行性乙型脑炎,2.0,0.0,2020-8
登革热,2.0,0.0,2020-8
炭疽,0.0,0.0,2020-8
细菌性和阿米巴性痢疾,144.0,0.0,2020-8
肺结核,2880.0,4.0,2020-8
伤寒与副伤寒,13.0,0.0,2020-8
流行性脑脊髓膜炎,0.0,0.0,2020-8
百日咳,4.0,0.0,2020-8
白喉,0.0,0.0,2020-8
新生儿破伤风,1.0,0.0,2020-8
猩红热,45.0,0.0,2020-8
布鲁氏菌病,11.0,0.0,2020-8
淋病,1371.0,0.0,2020-8
梅毒,2790.0,0.0,2020-8
钩端螺旋体病,22.0,0.0,2020-8
血吸虫病,0.0,0.0,2020-8
疟疾,6.0,0.0,2020-8
人感染H7N9禽流感,0.0,0.0,2020-8
新型冠状病毒肺炎,7.0,0.0,2020-8
丙类传染病合计,13342.0,0.0,2020-8
流行性感冒,429.0,0.0,2020-8
流行性腮腺炎,336.0,0.0,2020-8
风疹,5.0,0.0,2020-8
急性出血性结膜炎,46.0,0.0,2020-8
麻风病,0.0,0.0,2020-8
斑疹伤寒,1.0,0.0,2020-8
黑热病,0.0,0.0,2020-8
包虫病,1.0,0.0,2020-8
丝虫病,0.0,0.0,2020-8
其它感染性腹泻病,9239.0,0.0,2020-8
手足口病,3285.0,0.0,2020-8
甲乙丙类总计,25572.0,39.0,2020-9
甲乙类传染病合计,9487.0,39.0,2020-9
鼠疫,0.0,0.0,2020-9
霍乱,0.0,0.0,2020-9
传染性非典型肺炎,0.0,0.0,2020-9
艾滋病,165.0,30.0,2020-9
病毒性肝炎,2022.0,0.0,2020-9
甲型肝炎,38.0,0.0,2020-9
乙型肝炎,1420.0,0.0,2020-9
丙型肝炎,404.0,0.0,2020-9
丁型肝炎,0.0,0.0,2020-9
戊型肝炎,128.0,0.0,2020-9
肝炎未分型,32.0,0.0,2020-9
脊髓灰质炎,0.0,0.0,2020-9
人感染高致病性禽流感,0.0,0.0,2020-9
麻疹,3.0,0.0,2020-9
流行性出血热,15.0,0.0,2020-9
狂犬病,0.0,1.0,2020-9
流行性乙型脑炎,0.0,0.0,2020-9
登革热,1.0,0.0,2020-9
炭疽,0.0,0.0,2020-9
细菌性和阿米巴性痢疾,142.0,0.0,2020-9
肺结核,2916.0,8.0,2020-9
伤寒与副伤寒,19.0,0.0,2020-9
流行性脑脊髓膜炎,0.0,0.0,2020-9
百日咳,3.0,0.0,2020-9
白喉,0.0,0.0,2020-9
新生儿破伤风,0.0,0.0,2020-9
猩红热,46.0,0.0,2020-9
布鲁氏菌病,10.0,0.0,2020-9
淋病,1406.0,0.0,2020-9
梅毒,2718.0,0.0,2020-9
钩端螺旋体病,17.0,0.0,2020-9
血吸虫病,0.0,0.0,2020-9
疟疾,2.0,0.0,2020-9
人感染H7N9禽流感,0.0,0.0,2020-9
新冠肺炎,2.0,0.0,2020-9
丙类传染病合计,16085.0,0.0,2020-9
流行性感冒,693.0,0.0,2020-9
流行性腮腺炎,465.0,0.0,2020-9
风疹,1.0,0.0,2020-9
急性出血性结膜炎,45.0,0.0,2020-9
麻风病,1.0,0.0,2020-9
斑疹伤寒,3.0,0.0,2020-9
黑热病,0.0,0.0,2020-9
包虫病,0.0,0.0,2020-9
丝虫病,0.0,0.0,2020-9
其它感染性腹泻病,8069.0,0.0,2020-9
手足口病,6808.0,0.0,2020-9
甲乙丙类总计,35269.0,36.0,2021-1
甲乙类传染病合计,8103.0,36.0,2021-1
鼠疫,0.0,0.0,2021-1
霍乱,0.0,0.0,2021-1
传染性非典型肺炎,0.0,0.0,2021-1
艾滋病,102.0,26.0,2021-1
病毒性肝炎,2087.0,0.0,2021-1
甲型肝炎,32.0,0.0,2021-1
乙型肝炎,1500.0,0.0,2021-1
丙型肝炎,326.0,0.0,2021-1
丁型肝炎,1.0,0.0,2021-1
戊型肝炎,169.0,0.0,2021-1
肝炎未分型,59.0,0.0,2021-1
脊髓灰质炎,0.0,0.0,2021-1
人感染高致病性禽流感,0.0,0.0,2021-1
麻疹,1.0,0.0,2021-1
流行性出血热,26.0,0.0,2021-1
狂犬病,0.0,2.0,2021-1
流行性乙型脑炎,0.0,0.0,2021-1
登革热,0.0,0.0,2021-1
炭疽,0.0,0.0,2021-1
细菌性和阿米巴性痢疾,63.0,0.0,2021-1
肺结核,2118.0,8.0,2021-1
伤寒与副伤寒,8.0,0.0,2021-1
流行性脑脊髓膜炎,1.0,0.0,2021-1
百日咳,3.0,0.0,2021-1
白喉,0.0,0.0,2021-1
新生儿破伤风,0.0,0.0,2021-1
猩红热,148.0,0.0,2021-1
布鲁氏菌病,2.0,0.0,2021-1
淋病,1286.0,0.0,2021-1
梅毒,2246.0,0.0,2021-1
钩端螺旋体病,0.0,0.0,2021-1
血吸虫病,0.0,0.0,2021-1
疟疾,2.0,0.0,2021-1
人感染H7N9禽流感,0.0,0.0,2021-1
新冠肺炎,10.0,0.0,2021-1
丙类传染病合计,27166.0,0.0,2021-1
流行性感冒,972.0,0.0,2021-1
流行性腮腺炎,267.0,0.0,2021-1
风疹,5.0,0.0,2021-1
急性出血性结膜炎,49.0,0.0,2021-1
麻风病,0.0,0.0,2021-1
斑疹伤寒,0.0,0.0,2021-1
黑热病,0.0,0.0,2021-1
包虫病,1.0,0.0,2021-1
丝虫病,0.0,0.0,2021-1
其它感染性腹泻病,15774.0,0.0,2021-1
手足口病,10098.0,0.0,2021-1
甲乙丙类总计,22475.0,28.0,2021-2
甲乙类传染病合计,6600.0,28.0,2021-2
鼠疫,0.0,0.0,2021-2
霍乱,0.0,0.0,2021-2
传染性非典型肺炎,0.0,0.0,2021-2
艾滋病,85.0,20.0,2021-2
病毒性肝炎,1823.0,0.0,2021-2
甲型肝炎,26.0,0.0,2021-2
乙型肝炎,1258.0,0.0,2021-2
丙型肝炎,294.0,0.0,2021-2
丁型肝炎,1.0,0.0,2021-2
戊型肝炎,216.0,0.0,2021-2
肝炎未分型,28.0,0.0,2021-2
脊髓灰质炎,0.0,0.0,2021-2
人感染高致病性禽流感,0.0,0.0,2021-2
麻疹,2.0,0.0,2021-2
流行性出血热,9.0,0.0,2021-2
狂犬病,1.0,0.0,2021-2
流行性乙型脑炎,0.0,0.0,2021-2
登革热,0.0,0.0,2021-2
炭疽,0.0,0.0,2021-2
细菌性和阿米巴性痢疾,82.0,0.0,2021-2
肺结核,1738.0,7.0,2021-2
伤寒与副伤寒,4.0,0.0,2021-2
流行性脑脊髓膜炎,1.0,1.0,2021-2
百日咳,0.0,0.0,2021-2
白喉,0.0,0.0,2021-2
新生儿破伤风,1.0,0.0,2021-2
猩红热,58.0,0.0,2021-2
布鲁氏菌病,10.0,0.0,2021-2
淋病,961.0,0.0,2021-2
梅毒,1816.0,0.0,2021-2
钩端螺旋体病,1.0,0.0,2021-2
血吸虫病,0.0,0.0,2021-2
疟疾,4.0,0.0,2021-2
人感染H7N9禽流感,0.0,0.0,2021-2
新型冠状病毒感染的肺炎,4.0,0.0,2021-2
丙类传染病合计,15875.0,0.0,2021-2
流行性感冒,453.0,0.0,2021-2
流行性腮腺炎,147.0,0.0,2021-2
风疹,2.0,0.0,2021-2
急性出血性结膜炎,41.0,0.0,2021-2
麻风病,0.0,0.0,2021-2
斑疹伤寒,0.0,0.0,2021-2
黑热病,0.0,0.0,2021-2
包虫病,0.0,0.0,2021-2
丝虫病,0.0,0.0,2021-2
其它感染性腹泻病,12698.0,0.0,2021-2
手足口病,2534.0,0.0,2021-2
甲乙丙类总计,24515.0,41.0,2021-3
甲乙类传染病合计,9720.0,41.0,2021-3
鼠疫,0.0,0.0,2021-3
霍乱,0.0,0.0,2021-3
传染性非典型肺炎,0.0,0.0,2021-3
艾滋病,168.0,36.0,2021-3
病毒性肝炎,2473.0,0.0,2021-3
甲型肝炎,41.0,0.0,2021-3
乙型肝炎,1598.0,0.0,2021-3
丙型肝炎,441.0,0.0,2021-3
丁型肝炎,1.0,0.0,2021-3
戊型肝炎,330.0,0.0,2021-3
肝炎未分型,62.0,0.0,2021-3
脊髓灰质炎,0.0,0.0,2021-3
人感染高致病性禽流感,0.0,0.0,2021-3
麻疹,0.0,0.0,2021-3
流行性出血热,14.0,0.0,2021-3
狂犬病,0.0,0.0,2021-3
流行性乙型脑炎,0.0,0.0,2021-3
登革热,0.0,0.0,2021-3
炭疽,0.0,0.0,2021-3
细菌性和阿米巴性痢疾,82.0,0.0,2021-3
肺结核,2720.0,5.0,2021-3
伤寒与副伤寒,9.0,0.0,2021-3
流行性脑脊髓膜炎,0.0,0.0,2021-3
百日咳,2.0,0.0,2021-3
白喉,0.0,0.0,2021-3
新生儿破伤风,0.0,0.0,2021-3
猩红热,84.0,0.0,2021-3
布鲁氏菌病,12.0,0.0,2021-3
淋病,1345.0,0.0,2021-3
梅毒,2805.0,0.0,2021-3
钩端螺旋体病,2.0,0.0,2021-3
血吸虫病,0.0,0.0,2021-3
疟疾,2.0,0.0,2021-3
人感染H7N9禽流感,0.0,0.0,2021-3
新型冠状病毒肺炎,2.0,0.0,2021-3
丙类传染病合计,14795.0,0.0,2021-3
流行性感冒,791.0,0.0,2021-3
流行性腮腺炎,301.0,0.0,2021-3
风疹,4.0,0.0,2021-3
急性出血性结膜炎,35.0,0.0,2021-3
麻风病,0.0,0.0,2021-3
斑疹伤寒,0.0,0.0,2021-3
黑热病,0.0,0.0,2021-3
包虫病,0.0,0.0,2021-3
丝虫病,0.0,0.0,2021-3
其它感染性腹泻病,10767.0,0.0,2021-3
手足口病,2897.0,0.0,2021-3
甲乙丙类总计,29435.0,26.0,2021-4
甲乙类传染病合计,9970.0,26.0,2021-4
鼠疫,0.0,0.0,2021-4
霍乱,0.0,0.0,2021-4
传染性非典型肺炎,0.0,0.0,2021-4
艾滋病,165.0,19.0,2021-4
病毒性肝炎,2486.0,0.0,2021-4
甲型肝炎,30.0,0.0,2021-4
乙型肝炎,1644.0,0.0,2021-4
丙型肝炎,442.0,0.0,2021-4
丁型肝炎,1.0,0.0,2021-4
戊型肝炎,312.0,0.0,2021-4
肝炎未分型,57.0,0.0,2021-4
脊髓灰质炎,0.0,0.0,2021-4
人感染高致病性禽流感,0.0,0.0,2021-4
麻疹,5.0,0.0,2021-4
流行性出血热,12.0,0.0,2021-4
狂犬病,1.0,1.0,2021-4
流行性乙型脑炎,0.0,0.0,2021-4
登革热,0.0,0.0,2021-4
炭疽,0.0,0.0,2021-4
细菌性和阿米巴性痢疾,117.0,0.0,2021-4
肺结核,2745.0,6.0,2021-4
伤寒与副伤寒,8.0,0.0,2021-4
流行性脑脊髓膜炎,0.0,0.0,2021-4
百日咳,5.0,0.0,2021-4
白喉,0.0,0.0,2021-4
新生儿破伤风,0.0,0.0,2021-4
猩红热,119.0,0.0,2021-4
布鲁氏菌病,29.0,0.0,2021-4
淋病,1406.0,0.0,2021-4
梅毒,2846.0,0.0,2021-4
钩端螺旋体病,0.0,0.0,2021-4
血吸虫病,0.0,0.0,2021-4
疟疾,5.0,0.0,2021-4
人感染H7N9禽流感,0.0,0.0,2021-4
新型冠状病毒肺炎,21.0,0.0,2021-4
丙类传染病合计,19465.0,0.0,2021-4
流行性感冒,1003.0,0.0,2021-4
流行性腮腺炎,351.0,0.0,2021-4
风疹,3.0,0.0,2021-4
急性出血性结膜炎,35.0,0.0,2021-4
麻风病,2.0,0.0,2021-4
斑疹伤寒,0.0,0.0,2021-4
黑热病,0.0,0.0,2021-4
包虫病,0.0,0.0,2021-4
丝虫病,0.0,0.0,2021-4
其它感染性腹泻病,8764.0,0.0,2021-4
手足口病,9307.0,0.0,2021-4
甲乙丙类总计,38384.0,25.0,2021-5
甲乙类传染病合计,10069.0,25.0,2021-5
鼠疫,0.0,0.0,2021-5
霍乱,0.0,0.0,2021-5
传染性非典型肺炎,0.0,0.0,2021-5
艾滋病,181.0,21.0,2021-5
病毒性肝炎,2242.0,0.0,2021-5
甲型肝炎,43.0,0.0,2021-5
乙型肝炎,1485.0,0.0,2021-5
丙型肝炎,395.0,0.0,2021-5
丁型肝炎,2.0,0.0,2021-5
戊型肝炎,264.0,0.0,2021-5
肝炎未分型,53.0,0.0,2021-5
脊髓灰质炎,0.0,0.0,2021-5
人感染高致病性禽流感,0.0,0.0,2021-5
麻疹,4.0,0.0,2021-5
流行性出血热,22.0,0.0,2021-5
狂犬病,0.0,0.0,2021-5
流行性乙型脑炎,0.0,0.0,2021-5
登革热,0.0,0.0,2021-5
炭疽,0.0,0.0,2021-5
细菌性和阿米巴性痢疾,193.0,0.0,2021-5
肺结核,2819.0,4.0,2021-5
伤寒与副伤寒,12.0,0.0,2021-5
流行性脑脊髓膜炎,1.0,0.0,2021-5
百日咳,8.0,0.0,2021-5
白喉,0.0,0.0,2021-5
新生儿破伤风,0.0,0.0,2021-5
猩红热,189.0,0.0,2021-5
布鲁氏菌病,30.0,0.0,2021-5
淋病,1455.0,0.0,2021-5
梅毒,2894.0,0.0,2021-5
钩端螺旋体病,0.0,0.0,2021-5
血吸虫病,0.0,0.0,2021-5
疟疾,5.0,0.0,2021-5
人感染H7N9禽流感,0.0,0.0,2021-5
新冠肺炎,14.0,0.0,2021-5
丙类传染病合计,28315.0,0.0,2021-5
流行性感冒,1021.0,0.0,2021-5
流行性腮腺炎,379.0,0.0,2021-5
风疹,12.0,0.0,2021-5
急性出血性结膜炎,55.0,0.0,2021-5
麻风病,2.0,0.0,2021-5
斑疹伤寒,3.0,0.0,2021-5
黑热病,0.0,0.0,2021-5
包虫病,0.0,0.0,2021-5
丝虫病,0.0,0.0,2021-5
其它感染性腹泻病,10492.0,0.0,2021-5
手足口病,16351.0,0.0,2021-5
甲乙丙类总计,47411.0,23.0,2021-6
甲乙类传染病合计,10122.0,22.0,2021-6
鼠疫,0.0,0.0,2021-6
霍乱,0.0,0.0,2021-6
传染性非典型肺炎,0.0,0.0,2021-6
艾滋病,185.0,19.0,2021-6
病毒性肝炎,2306.0,0.0,2021-6
甲型肝炎,42.0,0.0,2021-6
乙型肝炎,1551.0,0.0,2021-6
丙型肝炎,421.0,0.0,2021-6
丁型肝炎,1.0,0.0,2021-6
