"","date","value","disease_1","disease","source"
"5058",2015-09-01,549,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"5062",2015-09-01,3729,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5065",2015-10-01,73045,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"5069",2015-10-01,257,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"5072",2015-10-01,3,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5074",2015-10-01,1897,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"5076",2015-10-01,11673,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"5077",2015-10-01,422,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"5081",2015-10-01,4393,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5087",2015-10-01,16125,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"5088",2015-10-01,11,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"5089",2015-10-01,1003,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"5090",2013-06-01,80936,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"5091",2015-10-01,890,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"5092",2015-10-01,2700,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"5093",2015-10-01,2490,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"5094",2015-10-01,1982,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"5095",2015-10-01,154650,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"5096",2015-10-01,160,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"5097",2015-10-01,24,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"5098",2015-10-01,36837,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"5099",2015-10-01,9422,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"5100",2015-10-01,12873,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"5101",2015-10-01,8870,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"5102",2015-10-01,28,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"5103",2015-10-01,69,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5104",2015-10-01,4603,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"5105",2015-10-01,218,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"5106",2015-10-01,1363,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"5107",2015-10-01,95209,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5108",2015-10-01,2160,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5109",2015-10-01,65513,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"5111",2015-10-01,3885,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"5112",2015-10-01,76,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5114",2015-10-01,138,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"5115",2013-06-01,2770,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"5116",2015-10-01,13,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5117",2015-10-01,108,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5118",2015-10-01,2,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"5119",2015-11-01,71724,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"5123",2015-11-01,257,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"5126",2015-11-01,11,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5129",2015-11-01,1826,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"5131",2015-11-01,7862,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"5132",2015-11-01,353,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"5136",2015-11-01,7017,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5142",2015-11-01,16346,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"5143",2015-11-01,2,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"5144",2015-11-01,832,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"5145",2013-05-01,66926,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"5146",2015-11-01,1604,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"5147",2015-11-01,2517,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"5148",2015-11-01,2379,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"5149",2015-11-01,2131,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"5150",2015-11-01,131380,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"5151",2015-11-01,124,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"5152",2015-11-01,24,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"5153",2015-11-01,34528,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"5154",2015-11-01,10979,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"5155",2015-11-01,13920,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"5156",2015-11-01,9278,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"5157",2015-11-01,24,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"5158",2015-11-01,71,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5159",2015-11-01,7012,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"5160",2015-11-01,192,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"5161",2015-11-01,349,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"5162",2015-11-01,94026,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5163",2015-11-01,1999,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5164",2015-11-01,60688,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"5166",2015-11-01,4977,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"5167",2015-11-01,7,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5169",2015-11-01,158,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"5170",2013-05-01,4711,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"5171",2015-11-01,14,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5172",2015-11-01,118,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5173",2015-12-01,71067,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"5177",2015-12-01,302,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"5180",2015-12-01,17,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5182",2015-12-01,1808,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"5184",2015-12-01,6202,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"5185",2015-12-01,332,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"5189",2015-12-01,1948,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5195",2015-12-01,16684,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"5196",2015-12-01,3,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"5197",2015-12-01,679,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"5198",2013-04-01,54681,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"5199",2015-12-01,1206,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"5200",2015-12-01,2260,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"5201",2015-12-01,2381,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"5202",2015-12-01,2327,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"5203",2015-12-01,109665,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"5204",2015-12-01,67,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"5205",2015-12-01,21,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"5206",2015-12-01,33678,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"5207",2015-12-01,15047,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"5208",2015-12-01,15256,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"5209",2015-12-01,9179,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"5210",2015-12-01,25,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"5211",2015-12-01,62,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5212",2015-12-01,8526,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"5213",2015-12-01,230,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"5214",2015-12-01,46,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"5215",2015-12-01,93722,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5216",2015-12-01,1836,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5217",2015-12-01,57604,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"5219",2015-12-01,5707,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"5220",2015-12-01,18,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5222",2015-12-01,192,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"5223",2013-04-01,4945,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"5224",2015-12-01,6,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5225",2015-12-01,52,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5229",2016-01-01,53,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"5230",2016-01-01,20021,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"5231",2016-01-01,89176,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"5234",2016-01-01,599,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"5235",2013-03-01,56230,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"5236",2016-01-01,887,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"5238",2016-01-01,393,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"5239",2016-01-01,3428,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"5240",2016-01-01,2239,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"5242",2016-01-01,2497,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"5243",2016-01-01,75726,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"5244",2016-01-01,50,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"5245",2016-01-01,14,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"5247",2016-01-01,33815,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"5248",2016-01-01,7,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5249",2016-01-01,26992,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"5250",2016-01-01,12965,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"5252",2016-01-01,8584,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"5253",2016-01-01,14,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"5254",2016-01-01,49,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5255",2016-01-01,5944,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"5256",2016-01-01,1870,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"5257",2016-01-01,364,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"5259",2016-01-01,5268,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"5260",2016-01-01,27,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"5261",2016-01-01,334,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"5264",2016-01-01,115638,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5265",2016-01-01,2021,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5266",2016-01-01,79047,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"5268",2016-01-01,2741,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"5270",2016-01-01,106,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5271",2016-01-01,5,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5275",2016-01-01,223,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"5276",2013-03-01,4188,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"5277",2016-01-01,30,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5278",2016-01-01,59,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5282",2016-02-01,34,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"5283",2016-02-01,15350,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"5284",2016-02-01,1,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"5285",2016-02-01,623,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"5286",2013-02-01,49175,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"5287",2016-02-01,591,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"5288",2016-02-01,3599,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"5289",2016-02-01,1903,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"5290",2016-02-01,2468,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"5291",2016-02-01,30707,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"5292",2016-02-01,53,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"5293",2016-02-01,17,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"5294",2016-02-01,28557,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"5295",2016-02-01,32920,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"5296",2016-02-01,7615,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"5297",2016-02-01,6413,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"5298",2016-02-01,11,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"5299",2016-02-01,40,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5300",2016-02-01,1932,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"5301",2016-02-01,292,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"5302",2016-02-01,39,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"5303",2016-02-01,96983,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5304",2016-02-01,1975,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5305",2016-02-01,73246,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"5307",2016-02-01,3,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5309",2016-02-01,234,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"5310",2013-02-01,2673,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"5311",2016-02-01,35,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5312",2016-02-01,47,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5313",2016-02-01,2513,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"5314",2016-02-01,75494,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"5318",2016-02-01,272,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"5321",2016-02-01,7,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5323",2016-02-01,1662,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"5325",2016-02-01,5251,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"5326",2016-02-01,470,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"5330",2016-02-01,149,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5336",2016-03-01,33,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"5337",2016-03-01,21239,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"5338",2016-03-01,880,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"5339",2013-01-01,69532,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"5340",2016-03-01,705,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
